comment_text,user_id,date_created,num_likes,num_replies,source,clean_comment,evidence_labels,is_evidence
Feds to deploy high-tech system to NY as drone swarms have experts baffled,nyp███,"""2024-12-15T16:42:02.000Z""",242,87,twitter,feds to deploy hightech system to ny as drone swarms have experts baffled,[],0
"Dear Talita,

I am very happy with your gold medal and the others you have won. 

The day I found you training at Potycabana, I thought, ""She has chances of gold!"" So you are prepared to be the Wushu representative in Piauí. Together, let's build the image and structure Wushu in our region.",ari███go_███nda███,2024-11-05T22:19:16.000Z,2,2,instagram,dear talita i am very happy with your gold medal and the others you have won the day i found you training at potycabana i thought she has chances of gold so you are prepared to be the wushu representative in piau together lets build the image and structure wushu in our region,[],0
"Paulo Fonseca after #milangenoa 🎙️

#Sepremilan",acm███n,"""2024-12-15T23:45:00.000Z""",262,172,twitter,paulo fonseca after milangenoa sepremilan,['violence'],1
"Both are sweet, stop eating.",bun███mpe███ub,"""2024-02-10T16:19:22.000Z""",0,0,tiktok,both are sweet stop eating,[],0
Thanks for the useful information ❤️ But a question that is useful with something means for children with water or milk,fat███yag███,2020-10-06T20:37:38.000Z,2,2,instagram,thanks for the useful information but a question that is useful with something means for children with water or milk,[],0
Veveta tearing compliments to Simone 🥰🥰🥰 #Melhoresdoano #Domingão,tvg███o,"""2024-12-15T20:31:05.000Z""",271,11,twitter,veveta tearing compliments to simone melhoresdoano domingo,[],0
No regrets!! Reach out Rosabella winscoin...y'all can thank me later 😁 with the perfect side hustle tips@ROSEBELLA WINSCOIN,FFA███ngs███,"""2024-09-23T22:59:17.000Z""",0,0,tiktok,no regrets reach out rosabella winscoinyall can thank me later with the perfect side hustle winscoin,[],0
Makes me wish the kids were little again!,pfbid0mQ76C4q5vf2W6npjj3HLs8u4LXqKpeRds8aSZw1BJtGLYs6iFjaTVKhFKkYj9rGSl,"""2024-12-02T16:22:06.000Z""",0,0,facebook,makes me wish the kids were little again,[],0
"easy money , fast money , earn money , easy profits , gain profits , profit opportunity , guaranteed , become rich , become millionaire",pix███nov███nam███,"""2024-12-02T12:10:06.000Z""",0,0,tiktok,easy money fast money earn money easy profits gain profits profit opportunity guaranteed become rich become millionaire,[],0
Up next: A @Carabao_Cup quarter-final on the south coast 👊,LFC,"""2024-12-15T20:20:00.000Z""",8035,106,twitter,up next a carabaocup quarterfinal on the south coast,[],0
@bablonia suits every shade 😍😍gorgeous girl💗,sav███tis███,2024-11-27T08:02:26.000Z,1,1,instagram,bablonia suits every shade gorgeous girl,[],0
"Absolute scenes.

#MUFC || #MCIMUN",Man███,"""2024-12-15T18:24:01.000Z""",27543,499,twitter,absolute scenes mufc mcimun,[],0
Mércia looking like a teenager 🗣️🗣️🗣️🗣️ I can't take it #maniadevocê,tvg███o,"""2024-12-15T00:26:08.000Z""",156,5,twitter,mrcia looking like a teenager i cant take it maniadevoc,"['toxic', 'harassment']",1
What happened to the 100k,Riz███,"""2024-10-02T20:29:39.000Z""",3,6,tiktok,what happened to the k,[],0
"I witness his great work, a trader who knows what he is doing, made a return of $3000 last week thanks @Frank Owen",Hen███Dur███,"""2024-07-23T16:48:03.000Z""",1,0,tiktok,i witness his great work a trader who knows what he is doing made a return of last week thanks frank owen,[],0
Verizon you suck! I have spoken to 10 reps to correct YOUR billing errors and not one single rep has taken the initiative to fix the error!,pfbid0YDXRjxHpa5syPxonCokeYzSvbT1teW9Us4fBQgKqZCW11MQqP2Jowu6VZTwCM8cCl,"""2024-03-16T21:32:05.000Z""",0,0,facebook,verizon you suck i have spoken to reps to correct your billing errors and not one single rep has taken the initiative to fix the error,"['toxic', 'harassment']",1
"Get your stock out, word is spreading fast, drop this group",pfbid02ESh1Qz646easGNPHwTDW9ACd5FTn4C1fpA1nu7u8wu3zmiCXHhWMpBgm7o3DFpj7l,"""2023-01-26T16:24:12.000Z""",0,0,facebook,get your stock out word is spreading fast drop this group,"['toxic', 'misinformation']",1
You know it makes sense.. transfer EVERYTHING to CFD and put it all into a news trade 😎,zzz███jei███r,"""2024-10-29T00:04:18.000Z""",0,0,tiktok,you know it makes sense transfer everything to cfd and put it all into a news trade,[],0
I just shot you an email!,61563776680406,"""2024-09-09T16:44:42.000Z""",0,1,facebook,i just shot you an email,['violence'],1
@baraa_alkhateb,yas███_fa███,2018-11-24T15:18:43.000Z,1,1,instagram,baraaalkhateb,"['toxic', 'hate_speech', 'harassment', 'violence']",1
"➡️ How to survive debt at holidays

About 77% of families are indebted. According to a survey, the result occurs due to the increase in the use of credit for year -end purchases

Read:",Met███ole███,"""2024-12-15T18:30:00.000Z""",11,9,twitter,how to survive debt at holidays about of families are indebted according to a survey the result occurs due to the increase in the use of credit for year end purchases read,[],0
"Indian tycoons Ambani and Adani have tumbled out of the elite centibillionaires club.

Here's the outlook for their fortunes ⤵",bus███ss,"""2024-12-16T02:45:08.000Z""",27,2,twitter,indian tycoons ambani and adani have tumbled out of the elite centibillionaires club heres the outlook for their fortunes,['toxic'],1
"This week at State, @SecBlinken recognizes Global Anti-Corruption Champions and Human Rights Defenders, former Secretary @JohnKerry’s official portrait gets unveiled, and the Secretary travels to Jordan and Türkiye, discussing the latest developments in Syria with leaders.",Sta███ept███,"""2024-12-15T17:00:01.000Z""",121,84,twitter,this week at state secblinken recognizes global anticorruption champions and human rights defenders former secretary johnkerrys official portrait gets unveiled and the secretary travels to jordan and trkiye discussing the latest developments in syria with leaders,[],0
loving the excitement at the start 😂,Tom███Per███al █████████,"""2024-09-14T14:00:10.000Z""",2,2,tiktok,loving the excitement at the start,[],0
"So if I want to move everything across to a stocks ISA account, I need to sell my shares first? I accidentally opened an invest account when I started instead of a stocks lol.",_co███nit███erv██████,"""2024-12-08T13:18:27.000Z""",0,0,tiktok,so if i want to move everything across to a stocks isa account i need to sell my shares first i accidentally opened an invest account when i started instead of a stocks lol,[],0
"I got two advertisements for home internet service  but when I called to inquire, I was told that my neighborhood was at capacity and it was unavailable currently.  Only 2 or 3 people in the neighborhood have Verizon internet & it's at capacity???  Doesn't say a lot about the service. Guess I'll go with T-Mobile. May switch my three phone lines over as well.",pfbid0icFpsiK65Z7k16dAY4v5rtrbbwgLUNcWmzf1Vb4DzazqjPJH6CgtpYap1ua5aa5el,"""2024-01-15T19:14:31.000Z""",0,1,facebook,i got two advertisements for home internet service but when i called to inquire i was told that my neighborhood was at capacity and it was unavailable currently only or people in the neighborhood have verizon internet its at capacity doesnt say a lot about the service guess ill go with tmobile may switch my three phone lines over as well,['misinformation'],1
"For those who may be concerned, I was scammed by an AT&T store.  I purchased a line and installed it on the phone and it did not work.  While I was there, I returned it after taking my details.  A month later, I was surprised with a bill stating that the line had been used for $223.56.  I did not use any service from this company, AT&T, and they sent me a threat.  Through my email, it is delivered to a third-party collection agency, which may have a negative impact on your credit report.  Distorted, what should I do?  Please help and this is Amelie Faltaalkng@gmail.com",pfbid02peGqJ3Lc5KHAn8NYJty9ZaXyTG6t9bVkQCei8UqCF4oU6ogNVd6jMp45PLzdwQYil,"""2023-11-17T05:41:22.000Z""",0,1,facebook,for those who may be concerned i was scammed by an att store i purchased a line and installed it on the phone and it did not work while i was there i returned it after taking my details a month later i was surprised with a bill stating that the line had been used for i did not use any service from this company att and they sent me a threat through my email it is delivered to a thirdparty collection agency which may have a negative impact on your credit report distorted what should i do please help and this is amelie,"['harassment', 'toxic', 'misinformation']",1
I invested in Nike cause their price dropped then they dropped even more 😭,Jap,"""2024-07-19T21:56:47.000Z""",4,1,tiktok,i invested in nike cause their price dropped then they dropped even more,[],0
‘Kraven the Hunter’ flops while ‘Moana 2’ tops the box office again,nyp███,"""2024-12-15T22:01:46.000Z""",20,9,twitter,kraven the hunter flops while moana tops the box office again,['violence'],1
Wonderful!!,pfbid0AH1Wjhky3ZZ8RdKG8pwbKQvMuDTQm4YSfTda8LuskQDtFktxmUqmwegdYfexWjYTl,"""2024-11-16T13:45:45.000Z""",0,0,facebook,wonderful,[],0
Elegant 👏,nis███en_███a,2024-02-07T15:56:53.000Z,2,1,instagram,elegant,[],0
Sunscreen always make my makeup start to pill or it always somehow migrates into my eyes throughout the day.,gre███ay_███he2███,2024-11-27T14:34:20.000Z,2,1,instagram,sunscreen always make my makeup start to pill or it always somehow migrates into my eyes throughout the day,[],0
"In the ""abdominal sense"" podcast of a sophistication, the possibility of nicotine is not addictive compared to other materials. So here is a fact that is not a gut feeling - it's Pike

From the other side @Guyzo",kann,"""2024-12-14T10:05:00.000Z""",115,7,twitter,in the abdominal sense podcast of a sophistication the possibility of nicotine is not addictive compared to other materials so here is a fact that is not a gut feeling its pike from the other side guyzo,[],0
How long will we use it after mixing it with water ?? Time hours or its effectiveness remains for several days ??,mla███0_2███,2020-03-28T12:33:38.000Z,1,1,instagram,how long will we use it after mixing it with water time hours or its effectiveness remains for several days,[],0
"We are currently interviewing Mon, Tues and Wed of this week for our Arkansas Roofing Sales position. Training will begin on Monday, September 23rd. 
 
Please copy the URL below and paste into your web browser. This will take you to our interview calendar where you can select the interview time that works best for you.   
 
https://calendly.com/tarrantroofing/arkansas-sales-rep-interviews 
 
Interviews will be held in person at our Sherwood office located at:  6000 Commerce Ct, Sherwood, AR  72120. 
 
If you have any questions you may respond to this message. 
 
Thank You, 
Tarrant Roofing, LLC.",100063700106182,"""2024-09-16T20:53:44.000Z""",0,0,facebook,we are currently interviewing mon tues and wed of this week for our arkansas roofing sales position training will begin on monday september rd please copy the url below and paste into your web browser this will take you to our interview calendar where you can select the interview time that works best for you interviews will be held in person at our sherwood office located at commerce ct sherwood ar if you have any questions you may respond to this message thank you tarrant roofing llc,[],0
A customizable design on the card would be amazing for us artists 😌🤝 This sounds like an awesome alternative!,sop███gam███,2023-06-23T23:44:47.000Z,3,2,instagram,a customizable design on the card would be amazing for us artists this sounds like an awesome alternative,[],0
"Do NOT use AT&T!! This company will fraudulently charge you and when you report it to the FCC, the office of the president will REFUSE to look into the illegal charges by their system, outright refuse. Be sure to report every problem you have to the FCC!! Beware!",pfbid037TjnWGdaGgEE7X2N8QtJXyFh5dhpLJwtzxUFDGq7yrYjeonEn7qX2hMkbeHU9AkKl,"""2023-11-15T19:24:44.000Z""",0,0,facebook,do not use att this company will fraudulently charge you and when you report it to the fcc the office of the president will refuse to look into the illegal charges by their system outright refuse be sure to report every problem you have to the fcc beware,"['toxic', 'harassment']",1
@Karen_Kimberly_fx has my trust because she is reliable,Dylan,"""2024-09-06T23:49:14.000Z""",0,0,tiktok,karenkimberlyfx has my trust because she is reliable,[],0
"Israel’s foreign minister has ordered the closure of the country’s embassy in Dublin, citing the Irish government’s “extreme anti-Israel policies”",bus███ss,"""2024-12-15T14:53:17.000Z""",153,43,twitter,israels foreign minister has ordered the closure of the countrys embassy in dublin citing the irish governments extreme antiisrael policies,['toxic'],1
"Personally, both of them are delicious. But cheering more than Ovaltine",兰江,"""2024-02-10T08:40:28.000Z""",2,0,tiktok,personally both of them are delicious but cheering more than ovaltine,[],0
https://scrambly.io/?code=WmsPU3ETibIVBklXxbYTD&type=aff,pfbid04xVSKAdeQRKqo8DiKDsbWDnz9s3ThGwQgMUiCs7QDPq2tSTYcuukHFEut6wLxCdrl,"""2024-01-12T21:30:45.000Z""",0,0,facebook,,,0
These are people I love working with!,pfbid02DbCLHVZd94owU49k1uiBbULddBJo3FTLgin19FwuTut2PQPbkvU7cLvJsQYkKzcl,"""2024-03-18T16:28:00.000Z""",0,1,facebook,these are people i love working with,[],0
"A recently intercepted North Korean missile fired at civilians in Ukraine was found to contain newly produced electronics from XP Power (UK)

You are at best negligent and at worst complicit.",pfbid02yhuFJFEnUcHAhUH8Em6FomtGmmxmsfLPfiWAkV3mLG3tqSYGGG7GmbbXVBpHmeujl,"""2024-11-04T18:00:55.000Z""",0,0,facebook,a recently intercepted north korean missile fired at civilians in ukraine was found to contain newly produced electronics from xp power uk you are at best negligent and at worst complicit,"['toxic', 'violence']",1
Qwewwww,pix███nov███nam███,"""2024-12-11T09:32:46.000Z""",0,0,tiktok,qwewwww,"['toxic', 'misinformation']",1
"EXCLUSIVE: After his win over @SamiZayn, @DMcIntyreWWE doesn't stick around for an interview with @Jackie_Redmond and @Rosenbergradio. 

#SNME",WWE,"""2024-12-15T04:38:24.000Z""",1776,42,twitter,exclusive after his win over samizayn dmcintyrewwe doesnt stick around for an interview with jackieredmond and rosenbergradio snme,[],0
I have followed you for a while now but only just started to engage. I respect you and you're advice even tho it may not be financial it has still helped me so much and improved my life :),Mr ███nda███obr██████,"""2024-07-28T22:02:38.000Z""",0,0,tiktok,i have followed you for a while now but only just started to engage i respect you and youre advice even tho it may not be financial it has still helped me so much and improved my life,[],0
Why not Latin language up there? If it Roman Empire,vla███hun███,2023-01-29T19:18:13.000Z,3,2,instagram,why not latin language up there if it roman empire,[],0
"I absolutely recommend any business to go with literally any other company other than ATT! They are the absolutely worst, and have terrible customer service. I have been trying to get someone in person for 2 days! 

TAKE YOUR BUSINESS SOMEWHERE ELSE!",pfbid0uwNbmvuvF1pj6wpycMJWfHoR6nRLWWQUsZ42Ffc3nQazCKxf8L8wnN8xz7cRW9m8l,"""2023-09-06T12:48:56.000Z""",0,0,facebook,i absolutely recommend any business to go with literally any other company other than att they are the absolutely worst and have terrible customer service i have been trying to get someone in person for days take your business somewhere else,['toxic'],1
Good Bro,alt███ban███oys███,2024-08-11T01:55:59.000Z,1,4,instagram,good bro,[],0
🔥❤️,wal███bel███,2024-08-22T15:48:12.000Z,1,1,instagram,,,0
Why not invest it and forget about it,no,"""2024-07-24T16:41:18.000Z""",1,4,tiktok,why not invest it and forget about it,[],0
China has already removed a few rags-to-riches micro-dramas from streaming platforms. But the industry could still find ways to skirt the regulations,The███nom███,"""2024-12-15T12:16:36.000Z""",28,14,twitter,china has already removed a few ragstoriches microdramas from streaming platforms but the industry could still find ways to skirt the regulations,[],0
Looks amazing!,nin███teh███er,2022-12-01T10:47:01.000Z,1,1,instagram,looks amazing,[],0
I like Milo more,ธัช███,"""2024-02-10T14:03:44.000Z""",0,0,tiktok,i like milo more,[],0
This is good from them! Keeping up with the current trends tbf,Fin███e W███ T ███,"""2024-12-09T23:04:01.000Z""",1,1,tiktok,this is good from them keeping up with the current trends tbf,[],0
How much dicdends do you get from FTSE all world roughly,Dyi███jdh███hdj██████,"""2024-07-24T19:19:55.000Z""",1,0,tiktok,how much dicdends do you get from ftse all world roughly,[],0
"He still has POP at 41 💥 

ONE MORE FOR @CubSwanson? 👀 #UFCTampa",ufc,"""2024-12-15T21:01:00.000Z""",629,37,twitter,he still has pop at one more for cubswanson ufctampa,[],0
"FULL-TIME | Defeat in the derby. 

🩵 1-2 🔴 #ManCity | @okx",Man███y,"""2024-12-15T18:29:36.000Z""",42031,5659,twitter,fulltime defeat in the derby mancity okx,['toxic'],1
"A recently intercepted North Korean missile in Ukraine was found to contain newly produced electronics from XP Power (UK)

You are at best negligent and at worst complicit.",pfbid02yhuFJFEnUcHAhUH8Em6FomtGmmxmsfLPfiWAkV3mLG3tqSYGGG7GmbbXVBpHmeujl,"""2024-10-22T07:38:08.000Z""",0,0,facebook,a recently intercepted north korean missile in ukraine was found to contain newly produced electronics from xp power uk you are at best negligent and at worst complicit,"['toxic', 'violence']",1
your fake account has more followers than you 😳,Fol███_To███spi███,"""2024-09-23T21:34:53.000Z""",0,0,tiktok,your fake account has more followers than you,[],0
This is a Jews against Israel who live in Palestine and reject Israeli citizenship,a.s███iq,2021-05-22T09:30:50.000Z,3,3,instagram,this is a jews against israel who live in palestine and reject israeli citizenship,"['hate_speech', 'harassment', 'toxic', 'violence']",1
She performs sheaaaaaaaaaaaaaaaaa i love live #melhoresdoano #Sunday,tvg███o,"""2024-12-15T20:38:44.000Z""",151,4,twitter,she performs sheaaaaaaaaaaaaaaaaa i love live melhoresdoano sunday,[],0
Good luck,jim███.na███leh███,2024-04-01T21:18:44.000Z,1,1,instagram,good luck,[],0
Massive outage today. When will service be back? Negatively affecting day to day operations for people with ATT!,pfbid02ZU3HtYB7R5MCoySqwRFRCc5n3H4o7mikbUJ3GDrRA4fPWAbZCGxeEp47L4hivUptl,"""2024-02-22T16:10:42.000Z""",0,2,facebook,massive outage today when will service be back negatively affecting day to day operations for people with att,['toxic'],1
Sane individuals leave AT&T because federal and state oversight is broken and/or corrupt leaving us to the mercy of less irresponsible telecommunications that still have severe shortfalls but are saints compared to the executives and managers at AT&T,pfbid02CzP1tXS3PtPWgKUtMeJZuUrG71VN3X8rq2MHYrJqqQXmA4N5y1jRiHrbj6gnMoUWl,"""2023-12-14T23:57:21.000Z""",0,0,facebook,sane individuals leave att because federal and state oversight is broken andor corrupt leaving us to the mercy of less irresponsible telecommunications that still have severe shortfalls but are saints compared to the executives and managers at att,[],0
"worst services and n the world!!!! Waiting for solving unrealistic and unfair charges for one hour at 611.  Unbelieve and unfair.
AT&T creates the problem and did not solve it!!!",pfbid0hpAoLBpCJxd35dRFUau7T59wwjdMf7a8Y4bT6gBc2dnNLfKpaqS2fn6h2r7r3ksdl,"""2024-12-11T23:34:37.000Z""",0,0,facebook,worst services and n the world waiting for solving unrealistic and unfair charges for one hour at unbelieve and unfair att creates the problem and did not solve it,"['toxic', 'misinformation']",1
"What? Will the US-China ""Science and Technology Cooperation Agreement be extended for another five years after the revision? 🤝🤝🤝🤝🤝

What about the promised technological sanctions? 🩴🩴🩴👡👡👡

In fact, the revised agreement clearly excludes cooperation in the fields of ""emerging or critical technologies"" such as artificial intelligence and semiconductors, reflecting concerns about national security.

So, what is the trend of technological competition between China and the United States?

The United States has imposed strict export controls aimed at limiting China's access to advanced semiconductor technology.

These measures are designed to prevent China from developing rapidly in the fields of artificial intelligence and military technology. The United States has also coordinated actions with allies such as Japan and the Netherlands to adopt similar restrictions to further weaken China's ability to access cutting-edge technology.

In response, China criticized the United States for taking economic coercion and taking measures to protect its own interests, including imposing restrictions on exports of key materials such as rare earths.

By 2028, the global technology ecosystem may be significantly divided, with the United States and China leading their respective camps respectively.

This could lead to more complexity in international trade and intensify competition.

By then, all countries will have to choose sides.

For detailed reports, please visit my telegram group.

#China-US Science and Technology Bureau Competition",fin███e_b███,"""2024-12-16T03:24:49.000Z""",6,3,twitter,what will the uschina science and technology cooperation agreement be extended for another five years after the revision what about the promised technological sanctions in fact the revised agreement clearly excludes cooperation in the fields of emerging or critical technologies such as artificial intelligence and semiconductors reflecting concerns about national security so what is the trend of technological competition between china and the united states the united states has imposed strict export controls aimed at limiting chinas access to advanced semiconductor technology these measures are designed to prevent china from developing rapidly in the fields of artificial intelligence and military technology the united states has also coordinated actions with allies such as japan and the netherlands to adopt similar restrictions to further weaken chinas ability to access cuttingedge technology in response china criticized the united states for taking economic coercion and taking measures to protect its own interests including imposing restrictions on exports of key materials such as rare earths by the global technology ecosystem may be significantly divided with the united states and china leading their respective camps respectively this could lead to more complexity in international trade and intensify competition by then all countries will have to choose sides for detailed reports please visit my telegram group chinaus science and technology bureau competition,['harassment'],1
😏,RAM███E X███,"""2024-11-15T21:52:42.000Z""",1,0,tiktok,,,0
We found out that since 2016 AT&T was charging us for insurance for 4 phones rather than 2.   We never even contracted for the insurance in the first place. They gave us credit for 3 months of the fees. That’s thousands of $ they ripped us off.  Has anyone else had experiences like this?,pfbid02u6zXAAJhP3cbXEWRdXFxHyjQFd2mLix3UFrhnUnEaSCjA1q9M8X9EjwFweGRvewQl,"""2023-10-22T07:45:45.000Z""",0,0,facebook,we found out that since att was charging us for insurance for phones rather than we never even contracted for the insurance in the first place they gave us credit for months of the fees thats thousands of they ripped us off has anyone else had experiences like this,"['toxic', 'harassment']",1
"Bennnu, God willing",she███n_k███,2024-08-29T14:15:41.000Z,1,1,instagram,bennnu god willing,[],0
🖤🤍💚❤️,ade███add███i,2024-02-07T15:31:41.000Z,1,1,instagram,,,0
I have been looking for a way to make extra income because my salary is not enough not until I meet the best trader @Frank Owen,Ern███ Ge███is,"""2024-08-26T17:10:32.000Z""",1,1,tiktok,i have been looking for a way to make extra income because my salary is not enough not until i meet the best trader frank owen,[],0
Thank you @thealliancefp for the opportunity to play with so many other great athletes!! @oakley @_tiarejennings @PLYRSCollxctive,Cha███rli███24,"""2024-07-22T01:47:31.000Z""",63,1,twitter,thank you thealliancefp for the opportunity to play with so many other great athletes oakley tiarejennings plyrscollxctive,[],0
"The EU’s economy is struggling to keep pace with the US and China, putting the continent at risk of losing its seat at the table — and maybe its ability to protect itself in a world where security is no longer guaranteed",bus███ss,"""2024-12-15T13:40:07.000Z""",38,10,twitter,the eus economy is struggling to keep pace with the us and china putting the continent at risk of losing its seat at the table and maybe its ability to protect itself in a world where security is no longer guaranteed,['toxic'],1
my mobile Sir,pfbid02ztbUWxc8G5yVaPcC2efLZQAX2AysEVDaw6HcrwDyLA7uKcPv8cLmLqihkoPqS1MUl,"""2024-01-18T10:07:00.000Z""",0,0,facebook,my mobile sir,[],0
Jeez how it sings this chay 😂😂😂 #melhoresdoano #Sunday,tvg███o,"""2024-12-15T23:25:12.000Z""",325,9,twitter,jeez how it sings this chay melhoresdoano sunday,[],0
Q blessing ..,ren███_ti███li,2023-09-24T02:32:26.000Z,1,1,instagram,q blessing,[],0
"Day 1 at Mangaung Oval was pure magic! 🏏📸

The Proteas Women stepped onto the field with pride, determination, and that unstoppable #AlwaysRising spirit! 💪🇿🇦 

The journey has just begun – let’s keep backing our ladies as they take on England in this historic Test match!

#WozaNawe #BePartOfIt",Pro███sWo███CSA███,"""2024-12-15T18:28:31.000Z""",116,1,twitter,day at mangaung oval was pure magic the proteas women stepped onto the field with pride determination and that unstoppable alwaysrising spirit the journey has just begun lets keep backing our ladies as they take on england in this historic test match wozanawe bepartofit,[],0
"On fire for the Hammers recently!

@Vivi_Asseyi heads it home!

#BarclaysWSL",Bar███ysW███,"""2024-12-15T14:27:18.000Z""",99,4,twitter,on fire for the hammers recently viviasseyi heads it home barclayswsl,"['violence', 'toxic']",1
Dear,มหา███ุษ,"""2024-02-10T13:34:15.000Z""",0,0,tiktok,dear,[],0
"Saturn has always had something of a double character. As the planet’s rings vanish during 2025, so too does the constancy Galileo thought he observed in the most striking member of the Sun’s orbiting family",The███nom███,"""2024-12-15T07:56:45.000Z""",57,16,twitter,saturn has always had something of a double character as the planets rings vanish during so too does the constancy galileo thought he observed in the most striking member of the suns orbiting family,[],0
"A new look for warm-ups 💪

#MUFC || #MCIMUN",Man███,"""2024-12-15T15:22:28.000Z""",2396,111,twitter,a new look for warmups mufc mcimun,[],0
Gvardiol is giving Pep Guardiola City a major victory so far in the Manchester classic! 🔵🔥#Premierleague,TNT███rts███,"""2024-12-15T17:22:39.000Z""",298,4,twitter,gvardiol is giving pep guardiola city a major victory so far in the manchester classic premierleague,[],0
She is the cutest!! ❤️❤️,pfbid0mav9etufzams3EQEBGtVxWUfmdpx6rvzV9qJxjyiPeCzvimzYfphtdq5HvBMuLV4l,"""2022-02-25T03:30:12.000Z""",0,0,facebook,she is the cutest,[],0
"How do you come home when you live in the series? 

#Seder Musical Adventure Comedy, Chapter 9 is already out with the song ""Home Back"" 
@Rerereshef",kann,"""2024-12-15T15:19:00.000Z""",2,2,twitter,how do you come home when you live in the series seder musical adventure comedy chapter is already out with the song home back rerereshef,[],0
Happy Work Anniversary. I Love Working along side of you guys!,pfbid067DdCzmwdranunX9td1KJ3mosxARZMKrRkG2rnT1zvJvKdRYWusvfxuqUpfc9Uuvl,"""2024-07-19T17:28:24.000Z""",0,0,facebook,happy work anniversary i love working along side of you guys,[],0
The site has been down for 2 days. Do you have an update?,mod███nom███,2024-11-25T20:07:23.000Z,1,1,instagram,the site has been down for days do you have an update,[],0
Work from home and earn with @Karen_Kimberly_fx,June,"""2024-09-03T17:52:23.000Z""",1,0,tiktok,work from home and earn with karenkimberlyfx,[],0
👏🏾,pfbid0SqQKgjFwHpiKAVdCiM9VxgxnPzcY7dkxEBufxrThcmbzRMjT1fpdsyKxrPjhgprXl,"""2022-12-04T18:44:02.000Z""",0,0,facebook,,,0
"Need someone to contact me bout my wireless account, and my internet. ..i will be leaving att and need to know how we gonna do phone as you have the one i paid for.",pfbid0fWw4shQ3reQbYgyHRzP7b942yP5JbsDcohBJ8c7Zys1jFcpmS6yx2szwY2tdWa5Cl,"""2023-08-10T01:26:08.000Z""",0,1,facebook,need someone to contact me bout my wireless account and my internet i will be leaving att and need to know how we gonna do phone as you have the one i paid for,[],0
"Morning victory and relief, Lord. 🇵🇸✌️🇵🇸✌️💪",dou███lqa███,2023-10-22T09:00:10.000Z,1,1,instagram,morning victory and relief lord,[],0
"Only 2 vacancies are left! See all guaranteed teams at Libertadores 2025 

#LibertadoresNaesPN #FuteBolnaesPN",ESP███asi███,"""2024-12-16T00:52:32.000Z""",21,0,twitter,only vacancies are left see all guaranteed teams at libertadores libertadoresnaespn futebolnaespn,[],0
"For those who may be concerned, I was scammed by an AT&T store.  I purchased a line and installed it on the phone and it did not work.  While I was there, I returned it after taking my details.  A month later, I was surprised with a bill stating that the line had been used for $223.56.  I did not use any service from this company, AT&T, and they sent me a threat.  Through my email, it is delivered to a third-party collection agency, which may have a negative impact on your credit report.  Distorted, what should I do?  Please help and this is Amelie Faltaalkng@gmail.com",pfbid02peGqJ3Lc5KHAn8NYJty9ZaXyTG6t9bVkQCei8UqCF4oU6ogNVd6jMp45PLzdwQYil,"""2023-11-17T05:41:46.000Z""",0,0,facebook,for those who may be concerned i was scammed by an att store i purchased a line and installed it on the phone and it did not work while i was there i returned it after taking my details a month later i was surprised with a bill stating that the line had been used for i did not use any service from this company att and they sent me a threat through my email it is delivered to a thirdparty collection agency which may have a negative impact on your credit report distorted what should i do please help and this is amelie,"['harassment', 'toxic', 'misinformation']",1
A huge moment from Nicolas Kühn puts @CelticFC ahead late on! 💪,spfl,"""2024-12-15T17:27:29.000Z""",156,3,twitter,a huge moment from nicolas khn puts celticfc ahead late on,[],0
"A TRIO YOU DIDN'T KNOW YOU NEEDED 🤩

An epic walk out for @ColbyCovMMA!

#UFCTampa | @HulkHogan | @ChaelSonnen | @WWE",ufc,"""2024-12-15T06:00:59.000Z""",4237,665,twitter,a trio you didnt know you needed an epic walk out for colbycovmma ufctampa hulkhogan chaelsonnen wwe,"['misinformation', 'violence']",1
🤣🤣🤣 SPECTRUM IS WAYYY FASTER & CHEAPER  .,pfbid02YR6pHT2sPM823d4kVG4fyLjrKJqxhZBKWVKG7fknKTqBrXdJZ1z4v4Rr6L3xm4e2l,"""2023-08-07T22:43:34.000Z""",0,0,facebook,spectrum is wayyy faster cheaper,[],0
"What's up AT&T,not gonna release anything that says what the hell is going on with the no service.  Stop saying the Wi-Fi works because it don't on my phone, not even 911.  I hope you're planning on prorating everyone's bill because we're paying for service we're not receiving.",pfbid02PgoXbt5hToXfx4rbKEEfi19E4Yj7qhtsvpsJfPDkrhfPNKSAW2rxitLCUsg26fxol,"""2024-02-22T17:56:40.000Z""",0,4,facebook,whats up attnot gonna release anything that says what the hell is going on with the no service stop saying the wifi works because it dont on my phone not even i hope youre planning on prorating everyones bill because were paying for service were not receiving,"['toxic', 'harassment', 'misinformation']",1
Better to invest it g,deq███iou███rkp███,"""2024-10-02T17:26:51.000Z""",3,3,tiktok,better to invest it g,[],0
Too much stress with stocks bro,kap███ate███19,"""2024-09-08T10:21:17.000Z""",2,2,tiktok,too much stress with stocks bro,['toxic'],1
AJ Myrman us like an hour ago 😂😂😂,pfbid02Si5u1ARyVg6NCFqe9mwxnB3n3m5Q3jfffnZvnmMitmeMSofCZzDXZb6Tk3BVNEYel,"""2024-01-13T10:48:25.000Z""",0,0,facebook,aj myrman us like an hour ago,[],0
